player_name,Pos,MP,Min,goals,height_cm,weight_kg,Team,team_status,BMI
AndrÃ©s Andrade CedeÃ±o,DF,3,270,0,175,78,Panama,eliminated,25.46938775510204
Yoel BÃ¡rcenas,MF,3,249,0,175,74,Panama,eliminated,24.163265306122447
CÃ©sar Blackman,"MF,DF",2,178,0,175,69,Panama,eliminated,22.53061224489796
JosÃ© CÃ³rdoba,DF,3,270,0,185,78,Panama,eliminated,22.79035792549306
Erick Davis,DF,2,4,0,179,78,Panama,eliminated,24.343809494085704
Ismael DÃ­az,"FW,MF",2,37,0,182,79,Panama,eliminated,23.849776597029344
Fidel Escobar,DF,1,90,0,181,73,Panama,eliminated,22.282592106468055
JosÃ© Fajardo,FW,3,155,0,180,68,Panama,eliminated,20.98765432098765
AnÃ­bal Godoy,MF,1,1,0,182,79,Panama,eliminated,23.849776597029344
Jorge GutiÃ©rrez,DF,1,87,0,171,63,Panama,eliminated,21.545090797168363
Carlos Harvey,MF,3,267,0,179,88,Panama,eliminated,27.46481071127618
AzarÃ­as LondoÃ±o,MF,3,56,0,185,78,Panama,eliminated,22.79035792549306
JosÃ© Luis RodrÃ­guez,"MF,FW",3,233,0,177,77,Panama,eliminated,24.577867151840145
Cristian MartÃ­nez,"MF,FW",3,242,0,170,78,Panama,eliminated,26.989619377162633
Orlando Mosquera,GK,3,270,0,191,78,Panama,eliminated,21.380992845590857
Alberto Quintero,"FW,MF",1,3,0,165,59,Panama,eliminated,21.6712580348944
Jiovany Ramos,DF,2,166,0,188,82,Panama,eliminated,23.20054323223178
TomÃ¡s RodrÃ­guez,FW,2,46,0,175,73,Panama,eliminated,23.836734693877553
Cecilio Waterman,FW,2,76,0,181,77,Panama,eliminated,23.503556057507403
Saud Abdulhamid,DF,3,269,0,171,73,Saudi Arabia,eliminated,24.96494647925858
Nawaf Boushal,DF,2,91,0,185,74,Saudi Arabia,eliminated,21.62162162162162
Firas Al-Buraikan,FW,3,238,0,168,87,Saudi Arabia,eliminated,30.824829931972793
Nasser Al-Dawsari,MF,3,207,0,173,64,Saudi Arabia,eliminated,21.383941996057334
Salem Al-Dawsari,MF,3,245,0,182,78,Saudi Arabia,eliminated,23.54788069073783
Khalid Al Ghannam,MF,1,1,0,178,69,Saudi Arabia,eliminated,21.777553339224845
Abdullah Al-Hamdan,FW,3,71,0,171,71,Saudi Arabia,eliminated,24.280975342840534
Moteb Al-Harbi,DF,3,188,0,171,66,Saudi Arabia,eliminated,22.571047501795427
Alaa Al Hejji,MF,2,32,0,183,78,Saudi Arabia,eliminated,23.291229956104985
Musab Al Juwayr,"MF,FW",3,152,0,172,63,Saudi Arabia,eliminated,21.29529475392104
Mohamed Kanno,MF,3,225,0,178,72,Saudi Arabia,eliminated,22.724403484408533
Abdullah Al-Khaibari,MF,3,180,0,175,68,Saudi Arabia,eliminated,22.20408163265306
Ali Lajami,DF,3,149,0,178,74,Saudi Arabia,eliminated,23.355636914530994
Sultan Mendash,MF,1,65,0,172,66,Saudi Arabia,eliminated,22.30935640886966
Mohammed Al-Owais,GK,3,270,0,187,77,Saudi Arabia,eliminated,22.019502988361115
Mohammed Abu Al-Shamat,MF,3,136,0,170,62,Saudi Arabia,eliminated,21.453287197231838
Hassan Al Tambakti,DF,3,212,0,182,78,Saudi Arabia,eliminated,23.54788069073783
